Ingrediet Name,Ingredient Parent Name
Olive oil extra virgin,Virgin
Mutton (gosht) 1 inch pieces cut on the bone,Gosht
Kale roughly chopped,Kale
Peri Peri Masala,Masala
Lemon juice as required,Requi
Split Green Gram,Split
Cashewnuts chopped 1 tablespoon +,Tablespoon
Small green zucchini cut into triangles,Zucchini
"Green apples peeled, cored and cut into ¼ inch thick slices",Peeled
Chicken boneless cut into small cubes,Boneless
Small yellow capsicums  cut into triangles,Capsicum
Rajgira Atta,Atta
"Onion cut into 1 inch pieces, layers separated",Separated
Crushed black peppercorns to sprinkle +,Peppercorn
Red kidney beans (rajma) soaked for 8 hours,Soaked
Chicken legs & breast on the bone,Breast
dried mixed herbs,Herb
Baby Brinjal,Brinjal
Missal,Missal
Hung Curd,Hung
Medium onion cut into thin strips,Onion
"Potatoes  boiled, peeled and cubed",Peeled
Green capsicum thinly sliced,Sliced
Lemon grass braised,Braised
"Cucumber Mangalore, peeled and cut into 1 inch cubes",Peeled
Readymade roomali rotis,Rotis
Greec chillies chopped,Chilli
Golgappe,Golgappe
Red bell pepper and yellow bell pepper,Pepper
Parsley springs 2-3,Spring
Oil 2½ teaspoons +,Teaspoon
Pizza Sauce,Sauce
Light Green Chillies roughly chopped,Chilli
Eggplants/ brinjals long - cut into fingers,Into
Chickpeas (chole) soaked overnight and boiled,Soaked
Cinnamon-castor mixture,Mixture
Fried noodles ½ cup +,Noodle
Green chilli 1 slit + 1 for garnish,Slit
Oil for deep-frying +,Oil
"Large ripe mango peeled, seeded and cut into cubes",Peeled
Chickoos puree,Puree
Pumpkin peeled and sliced,Peeled
Potatoes (aloo) boiled and peeled,Boiled
Gram flour (besan) sieved,Sieved
Chocolate stick,Stick
Pine nuts,Nut
Chopped raw mango as required,Requi
Sliced onions deep-fried,Deepfried
Jackfruit cut into 1 inch cubes and steamed,Jackfruit
"Dried pomegranate seeds (anardana),crushed",Crushed
Dried herbs Mixed,Mixed
"Tomatoes seeded, thin strips",Strip
Red kidney beans (rajma) soaked and boiled,Soaked
Clams boiled,Boiled
Leg of lamb,Leg
Tinned pineapple slices,Slice
Penne Pasta cooked,Pasta
Fresh red chillies seeded and sliced,Ed
Black olives halved,Halved
Whole garam masala,Masala
Gram Flour grated,Grated
Noodles cooked,Cooked
Boiled beetroot grated,Grated
Medium onion cut into strips,Onion
French beans boiled,Boiled
Onion cut into quarters,Onion
Chorizo deskinned,Deskinned
Sea salt fine,Fine
Fresh jalapeno paste,Paste
Kolum Rice,Rice
Guntur red chillies whole dried,Dried
Chicken cut into 16 pieces,Chicken
"Medium prawns cleaned, deveined and chopped roughly",Cleaned
Prawns (kolambi/jhinga) boiled,Boiled
"Split green gram skinless (dhuli moong dal) , soaked for 30 minutes and drained",Split
Mascarpone creaamcheese,Creaamcheese
Roundels of orange with skin halved,Halved
fresh thyme sprig,Sprig
Basmati rice soaked for 10 minutes,Soaked
Fresh coriander leaves freshly chopped,Coriander
Fresh mint sprigs to serve,Sprig
"Sausages italian, cut into ½ inch piece",Italian
Charcoal,Charcoal
Crushed fresh green chillies,Crushed
Sponge fingers 8-9 + for garnishing,Finger
Vanilla essence ½,Essence
Long brinjals cut into thin roundels,Brinjal
salted crushed peanuts,Peanut
"Salad leaves (Aragula, Lollo rosso, Iceberg)",Iceberg
Asafoetida pieces,Asafoetida 
Chocolate hazelnut sauce,Sauce
Corn Cob,Cob
"Bacon strips, chopped",Strip
Split skinless Bengal gram (chana dal) soaked,Split
Walnuts California coarsely chopped,California
Peanut sauce,Sauce
Thick pressed rice (poha),Poha
mace-cardamom powder,Macecardamom 
Red capsicum A few thin strips,Capsicum
Whole chicken cut into 8 pieces on the bone,Chicken
Black peppercorns toasted and crushed,Toasted
Slivered mixed nuts,Nut
Ridge Gourd,Gourd
Ripe mangoes peeled and cut into cubes,Peeled
Red chilli powdewr,Powdewr
Oil for grilling and,Oil
Soya granules (Keema),Keema
Red Apple, apple
Leftover Khichadi Chilled chilled,Chilled
French loaf,Loaf
Jaggery (gur)  chopped,Gur
Dried pomegranate seeds roasted,Roasted
Batata chiwda,Chiwda
Paneer (cottage cheese) cut into pieces,Cheese
Wheat flour coarse,Coarse
"Shiitake mushrooms dried, soaked and quartered",Dried
Fresh turmeric  peeled and roughly chopped,Peeled
Carrots peeled and cut into dices,Peeled
Red pumpkin (bhopla/kaddu) sliced,Sliced
"Garlic cloves sliced, fried",Sliced
Brown savoury biscuit crumbs as required,Requi
Ripe mangoes peeled and cut into small cubes,Peeled
Processed cheese slices,Slice
Banana flower chopped and soaked in water with salt and turmeric,Flower
Split piegeon pea soaked,Split
Broccoli  blanched and cut into small pieces,Blanched
Cinnamon powder (or 2 egg whites),Cinnamon
Lemon finely sliced,Sliced
carrot pasta dough,Dough
Button mushrooms  quartered,Quarte
Almonds Blanched and sliced,Blanched
Rum optional,Optional
onions medium,Medium
Mutton chops cleaned and washed,Cleaned
Sugar 4 teaspoons (20 grams),Gram
Tamarind 1 lemon sized ball,Sized
Split Red Lentil,Split
coarsely ground soya chunks soaked,Soaked
Ginger green chilli paste,Paste
Garam masala powder q,Masala
"Chicken legs boneless, cut into ½ inch cubes",Boneless
"Green olives pitted, sliced",Pitted
Cake,Cake
1 inch cinnamon, cinnamon
Dried Cranberries,Cranberry
Wet,Wet
Ridge gourds (turai) peeled,Peeled
Pinenuts roasted,Roasted
Warqi paratha,Paratha
Whole Red Lentils soaked,Soaked
Olive oil + as required,Requi
Spinach leaf paste blanched,Blanched
For Crumb,For
Split skinless black gram (urad dal) flour,Split
Scraped coconut 2 tablespoons +,Scraped
Apples dried,Dried
"Garlic,ground",Ground
Button mushrooms medium,Medium
parmesan cheese grated,Grated
Gems,Gem
White chocolate sticks,Stick
A few sprigs of oregano,Sprig
Onions   chopped,Onion 
Yellow capsicum a few thin strips,Capsicum
Chocolate cake discs,Disc
Seedless dates roughly chopped,Date
Carrot peeled and cut into cubes,Peeled
Fresh mozzarella cheese,Cheese
Crepe batter -,Batter
Fresh mint leaves for garnish,Mint
Lemon zest zest of of ½ lemon,Zest
Moong Dal,Dal
A little fresh rosemary,Rosemary
Iceberg lettuce roughly chopped,Lettuce
Chicken curry,Curry
Margarine chilled,Chilled
Semolina roasted,Roasted
"Chicken Tandoori, chopped",Tandoori
Grated ginger,Ginger
Castor sugar (caster sugar) 90 grams + for sprinkling,Gram
Mixed bell peppers sliced,Sliced
"Potatoes medium, peeled and cut into 1 inch cubes",Medium
Canned Cherries Seeded,Ed
chana masala powder,Masala
"Pineapple tinned, chopped",Tinned
Pak choy leaves,Choy
Hot mustard oil,Oil
split pigeon pea (dhuli toor dal) soaked for 30 minutes and drained,Soaked
Prawns (medium) shelled and headless,Medium
A large pinch of saffron + for garnish,Large
Apples (saeb)  peeled and grated,Peeled
Almonds thinly slivered,Slive
"Split skinless black gram (dhuli urad dal) soaked for 1 hour, boiled till just done with turm",Split
Chicken thighs with skin,Thigh
Potatoes peeled and roughly chopped,Peeled
Saffron a large pinch off,Saffron
black salt,Salt
Bread Crumbs,Crumb
1 teaspoon red chilli powder,Teaspoon
"Green olives pitted, finely chopped",Pitted
Medium brown pizza bases,Base
Walnuts chopped roasted,Roasted
Castor sugar (caster sugar) for caramelizing +,Sugar
"Green capsicum small, cut into small squares",Capsicum
Madras onions,Onion
Chilled yogurt for drizzling,Yogurt
Green capsicum a few strips,Capsicum
Celery leaves,Celery 
Tamrind paste,Paste
Spinach Leaves leaves separated and blanched,Separated
Pita bread cut into triangles and toasted crisp,Bread
Brown rice flour,Flour
Canape Cases baked,Baked
Garlic  crushed,Crushed
Flesh (malai) of tender coconuts,Malai
Sea salt for sprinkling,Salt
Medium ridge gourds (turai),Turai
"Cherries tinned, chopped",Tinned
"Black eyed beans (chauli), soaked for 5-6 hours",Chauli
dried figs boiled and pureed,Boiled
Butter 2 tablespoons + 1 teaspoon +,Teaspoon
Bread soaked,Soaked
Bhajiya,Bhajiya
Toasted Pav Slices as required,Requi
Thyme chopped,Thyme 
"Chicken boiled, shredded",Boiled
Green pea pesto,Pesto
Pairi mangoes,Mango
FOR THE DOUGH,For
Lamb shanks,Shank
Sabza / takmaria soaked for 15-20 minutes,Takmaria
Black fondant,Fondant
Oil 4 tablespoons +,Tablespoon
Fresh button Mushroom quartered,Quarte
"Red Kidney Beans soaked overnight ,boiled and drained",Soaked
"French beans stringed,blanced and cut into 1 inch pieces",Blanced
For Spice mix,For
Seasoned breadcrumbs,Breadcrumb
Fresh purple basil leaves,Basil
Cashewnuts almonds powder,Almond
Peaches peeled,Peeled
Green Peas boiled and lightly crushed,Pea
"Potatoes medium,  peeled and soaked in water",Medium
Onion cut into roundels and each roundel separated,Separated
Medium yellow capsicum cut into square pieces,Capsicum
Semolina for coating,Semolina
Boneless chicken cut into 2 inch thick strips,Chicken
Gajar halwa,Halwa
Watermelon chopped,Watermelon 
mint sprig,Sprig
Basil Leaves,Basil 
Oil 1 tablespoon + for shallow frying,Tablespoon
Surti papdi chopped,Papdi
Salad Mixed micro greens-cherry tomato,Tomato
Food colour pink gel,Gel
Mixed Bhel,Bhel
Olive oil ¼ cup + 2,Oil
Roasted coffee beans,Bean
Crepe suzette sauce,Sauce
Drumbsticks Leaves,Drumbsticks 
Figs quartered,Quarte
Tomato seeded and cut into small cubes,Ed
French beans diagonally cut into 1 inch pieces,Bean
Varai,Varai
Ripe mangoes pulp of,Pulp
Amla (Indian gooseberry),Gooseberry
Green chillies broken into three pieces,Broken
Butter for greasing + brushing,Butter
Dried oregano crushed,Crushed
Coffee powder 1½ teaspoons +,Coffee
"prawns medium, cleaned, deveined and washed",Deveined
Boneless Surmai fish fillets,Fillet
Dried mango pieces broken,Broken
Tamarind soaked in hot water,Tamarind
Prawns (medium) cleaned and deveined with tails intact,Intact
Sorghum flour (bajre ka atta),Bajre
Brinjals cut into ½ inch cubes,Brinjal
Thick pressed rice (jada poha / mota chiwda),Chiwda
Sauce:,Sauce
Baked choux paste,Paste
Spinach torn,Torn
Lemon seeds,Lemon 
Corn corb roasted,Roasted
Basmati rice	 soaked,Soaked
Fresh coconut ½ cup scraped +,Scraped
Fresh Scraped Coconut scraped,Scraped
Cream thickened,Thickened
Boneless Mutton 1 1/2 inch cubes,Cube
Onions cut into slices and rings separated,Onion
Butter 1 cup,Butter 
Medium bottle gourd (lauki/doodhi),Laukidoodhi
Dry fruits,Fruit
Fresh coriander chopped   2 tablespoons +,Coriander
Fresh dill leaves (suva) finely chopped,Dill
Jaggery powder,Jaggery 
Jagger chopped,Jagger 
Dough puff pastry,Dough
"Ripe mangoes peeled, seeded and cut into small pieces",Peeled
Filo pastry,Pastry
Lalmaat roughly chopped,Lalmaat
Fenugreek seeds (methi dana) soaked for 4-5 hours and drained,Soaked
Melted white chocolate as required,Requi
Corn Kernels boiled and crushed,Boiled
Yellow capsicum seeded and cut into dices,Ed
Poppy Seeds soaked overnight,Soaked
Button mushrooms  thickly sliced,Mushroom
A pinch of red chilli flakes,P
"Avocado seeded, flesh scooped out and mashed",Scooped
Lemon leaves,Lemon 
Hazelnut syrup,Syrup
Few drops of rose water,Drop
Chocolate Icing,Icing
Pistachios blanched peeled and sliced,Peeled
"Medium beetroots boiled, peeled and mashed",Peeled
Golden apricots roughly chopped,Apricot
Rice rice,Rice
brown sugar/jaggery ½ cup,Sugarjaggery
Baby corns blanched and cut into diamonds,Blanched
A pinch salt,Salt
medium tomatoes chopped,Tomato
Radishes peeled and sliced,Peeled
Soya Chunks soaked,Soaked
Yogurt (sour),Sour
kabab chini,Chini
Pastry dough,Dough
Bajra soaked overnight in lukewarm water,Soaked
One-inch cinnamon,Cinnamon
Brown basmati rice soaked,Soaked
Green capsicums cut into 1 inch pieces,Capsicum
"Pistachios  blanched, peeled and slivered",Peeled
Sesame Seeds roasted,Roasted
Boneless chicken breast thinly sliced,Sliced
Tinned pineapple finely chopped,Pineapple
"Black peppercorns , freshly ground",Ground
Egg white beaten,Beaten
Milk chocolate bar,Bar
Green pepper cut into cubes,Pepper
Capsicum cut into strips,Capsicum
Ras el Hanout (Moroccan spice mix similar to our garam masala powder)   a large pinch,Hanout
Pedas,Pedas
Boiled beetroot puree,Puree
Split Bengal gram (chana dal) soaked and boiled in salt water,Split
Split Green Gram Skin,Split
Raw papaya grated,Grated
Pineapple triangles,Triangle
Refined flour (maida) 1 cup + for dusting and as required,For
Salt of,Salt
Dried pomegranate seeds (anardana) roasted and coarsely crushed,Roasted
Kokum petals (amsul) soaked in 2 cups water,Amsul
Raw Kerala bananas,Banana
Powdered sugar sieved,Sieved
Asparagus blanched and refreshed,Blanched
Ghee 3 tablespoons,Tablespoon
Pecan nuts,Nut
Spinach blanched and drained,Blanched
1 tablespoon poppy seeds (khus khus),Khus
Fresh coconut thin slices,Slice
Red pepper finely chopped,Pepper
Chicken cut into small pieces on the bone,Chicken
Olive oil 1 teaspoon + ¼ cup,Teaspoon
Chocolate Planks,Plank
Jamuns pulp,Pulp
Milk 2 tablespoons + 2 cups,Milk
Saffron milk (kesar),Kesar
Refined flour (maida) 1 cup + 1 tablespoon + for dusting,Tablespoon
Prawns  shelled and deveined with tail intact,Intact
Coconut  grated,Grated
Carrot sliced thinly,Sliced
Tomatoes deseeded,Deed
burnt garlic,Garlic
Chipotle-adobo sauce,Sauce
Baby corn blanched and diagonally sliced,Blanched
Potatoes cut into small cubes and boiled,Potato
Bird’s eye chillies fresh,Fresh
"Guava juice, chilled",Chilled
Cheese  grated,Grated
carrot puree,Puree
Mixed spices,Spice
Rose petals  dried crushed,Petal
Fresh coriander sprigs 2-4 +,Sprig
Fish cut into darnes,Fish
Oats Flour,Flour
Baby corns diagonally sliced into ½ inch pieces,Corn
Idli rawa soaked for 3-4 hours,Soaked
Onions halved with skin,Halved
Bhang paste,Paste
Small whole wheat pizza bases,Base
"Fresh mint leaves,chopped",Mint
Cold milk,Milk
Lemon sliced and halved,Sliced
"Dark chocolate bar, separated into cubes",Bar
"Spring onion greens chopped, 2 tablespoons +",Onion
red rice poha,Poha
Yellow zucchini diced,Diced
gherkin,Gherkin
Parmesan cheese powdered,Ed
"Jalapenos fresh, cut into ½ inch pieces and seeded",Fresh
Ginger cut into thin slices,Ginger
Blueberries ½ cup +,Blueberry  
Ripe mango Pulp,Pulp
Fresh coriander leaves chopped bunch,Coriander
Colocasia leaves,Colocasia 
Dried fenugreek leaves (kasoori methi) dried,Dried
Butter sugar icing,Icing
candied peel,Peel
Green tea powder, tea 
Dried dates (chuhare) chopped,Chuhare
"Potatoes boiled, peeled and cut into ½-inch cubes",Peeled
Olive oil  1 tablespoon + 2 teaspoon,Teaspoon
Large green capsicum cut into 1 inch squares,Capsicum
Mutton minced,Minced
Basmati Rice soaked in water for 15 minutes.,Soaked
Icing sugar 1¾ cups,Sugar¾
Vermicelli colourful,Colourful
Sugar for caramel,Sugar
Green peas soaked,Soaked
"Mangoes peeled, seeded and roughly chopped",Peeled
Spring onion bulbs quartered and layers separated,Separated
"Potatoes boiled, peeled and roughly chopped",Peeled
Tomatoes cut into rings,Tomato
Red bird's eye chillies,Chilli
Fresh oregano springs,Spring
French baguette,Baguette
Rosemary fresh,Rosemary
Medium carrot boiled and finely chopped,Boiled
Rock salt (senda namak),Namak
Pavs brown,Brown
Spring onion greens Finely chopped,Onion
Large tomatoes sliced into roundels,Sliced
Frozen potato wedges,Wedge
White chocolate shavings,Shaving
Full fat buffalo milk,Milk
Boneless fresh fish fillets (rawas),Rawas
Dates pitted,Pitted
Medium pomfrets cut into 1/2 inch thick pieces,Pomfret
Nutmet (jaiphal) powder,Jaiphal
Ripe bananas peeled and sliced,Peeled
Sweet Corn crushed,Crushed
Garlic cloves unpeeled,Unpeeled
Cashewnuts melon seed paste,Paste
fresh red chilli,Chilli
garlic paste,Paste
Tamarind juice,Juice
Water chestnuts canned,Canned
"Spinach blanched, drained and chopped",Drained
Onion with greens finely chopped,Onion
Green capsicum cut into 1 inch dices,Capsicum
Raw Mangoes peeled,Peeled
Coriander seeds (sabut dhania),Dhania
Lemon zest of ½ lemon,Zest
Chicken boiled and cubed,Chicken
Spring onion greens juliennes,Onion
Roasted vermicelli,Vermicelli
Bengal gram flour (besan),Besan
Vegetable stock 4 cups +,Stock
"Onion medium, layered separately",Laye
Medium ripe mango peeled and chopped,Peeled
"Medium tomatoes blanched, peeled and chopped",Peeled
Rocket lettuce leaves,Lettuce
Basil leaves dried,Dried
Green chillies cut into 2,Chilli
Split red lentils soaked,Split
For laksa paste,For
Thin pressed rice (patla poha / patla chiwda),Chiwda
Rawas fish fillets cut into 1 inch pieces,Fillet
"Ginger, cut into thin strips",Ginger
Mixed nuts slivered,Slive
"Golden apricots soaked in warm water, drained and finely chopped",Apricot
Fresh yeast 4 teaspoons (20 grams),Gram
Chicken tikka masala,Masala
Brinjals sliced,Sliced
Spring onions with stems,Onion
Apples peeled,Peeled
"Cabbage small, finely chopped",Cabbage
Chicken on the bone cut into 16 pieces on the bone,Chicken
Oil to deep fry+,Oil
Oil shallow fry,Fry
Prawns steamed,Steamed
Green capsicum seeded and sliced,Ed
Fresh cream 2 teaspoons + ¼,Teaspoon
cottage cheese grated,Grated
Mixed capsicum strips,Strip
Chocolate chips or dried fruits (optional),Chip
"Split Bengal Gram, Split Red Lentils, Split Pigeon soaked",Lentil
For Nachos,For
Food colour orange,Orange
"Lettuce leaves chopped, a few",Lettuce
Dried fenugreek leaf (kasuri methi) power,Power
Unsalted butter ¼ cup,Butter
Small green capsicum cut into cubes,Capsicum
Idli cut into cubes,Idli
Split skinless green gram (dhuli moong dal) soaked for 10-15 minutes and drained,Split
Split Bengal gram (chana dal) soaked for 1 hour,Split
Apricot,Apricot
Large Bitter Gourd (karela),Karela
Parval both ends trimmed and flesh scooped out from both,Flesh
California walnut kernels halved,Halved
Bengal gram (chana dal) soaked,Soaked
Dried fenugreek leaves (methi),Fenugreek
Small red capsicum cut into cubes,Capsicum
Large pavs,Pavs
Dijon mustard paste,Paste
Basa fish fillets,Fillet
split Bengal gram (chana dal) soaked for 30 minutes and drained,Split
Carrom seeds,Carrom 
Readymade chicken tikka pieces,Tikka
Lasagna sheets boiled,Boiled
Fenugreek seeds (methi dana) (optional),Optional
Tinned pineapple slices chopped,Slice
3 coloured capsicums cut into thin strips,Capsicum
Fresh coriander leavesq chopepd,Chopepd
Bottle gourd (lauki)  cut into cubes and boiled,Lauki
Kiwi Salsa,Salsa
Red pumpkin (kaddu) peeled,Peeled
Edible yellow colour flower petals,Petal
